电影排名,电影名称,演员列表,年代,类型,评分,评论人数,海报图片
359,怪宴,"艾琳·布伦南,杜鲁门·卡波特,詹姆斯·可可,彼得·法尔克,亚历克·吉尼斯,爱尔莎·兰切斯特,大卫·尼文,彼得·塞勒斯,玛吉·史密斯,詹姆斯·克伦威尔",1976-06-23,"喜剧,悬疑,惊悚,犯罪",8.2,8348,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p809915309.webp
360,狂人皮埃罗,"让-保罗·贝尔蒙多,安娜·卡里娜,贾泽拉·加瓦尼",1965-08-29,"喜剧,犯罪,剧情,歌舞,爱情",8.2,8260,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2202613384.webp
361,爱在记忆消逝前,"海伦·米伦,唐纳德·萨瑟兰,简·默勒尼,克里斯蒂·米切尔,罗伯特·沃克·布兰乔德,克里斯蒂安·麦凯,约书亚·胡佛,罗伯特·普拉尔戈,约书亚·米克尔",2018-02-23,"喜剧,爱情,冒险",8.2,8072,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2513341534.webp
362,我们与驻在先生的700日战争,"市原隼人,佐佐木藏之介,麻生久美子,加治将树,石田卓也,竹中直人,贺来贤人,胁知弘,小柳友,冨浦智嗣,坂井真纪,石野真子,仓科加奈",2008-04-05,喜剧,8.2,7330,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p476603837.webp
363,情定日落桥,"戴安·琳恩,劳伦斯·奥利弗,特罗尼亚斯·伯纳德",1979-04-27,"喜剧,爱情",8.2,7101,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1126290487.webp
364,奏鸣曲,"北野武,国舞亚矢,渡边哲,胜村政信,寺岛进,大杉涟,矢岛健一",1993-09-10,"喜剧,动作,犯罪",8.2,6816,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1899389314.webp
365,不法之徒,"汤姆·威兹,约翰·劳瑞,罗伯托·贝尼尼,尼可莱塔·布拉斯基",1986-10-30,"喜剧,犯罪,剧情",8.2,6405,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1616290291.webp
366,简单西蒙,"Jimmi Edlund,Kristoffer Berglund,Cecilia Forss,比尔·斯卡斯加德,马丁·沃斯特罗姆,Sofie Hamilton",2010-09-03,"喜剧,剧情,爱情",8.2,6085,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1115252103.webp
367,伯尔尼的奇迹,"路易斯·克拉姆罗特,彼得·洛迈尔,约翰娜·加斯多夫",2003-10-16,"喜剧,剧情,运动",8.2,5864,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2151302724.webp
368,老人Z,"横山智佐,大木民夫,松本梨香,小川真司,佐藤智惠,辻谷耕史",1991-09-14,"动作,动画,喜剧,科幻",8.2,5449,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2153740677.webp
369,宛如阿修罗,"大竹忍,黑木瞳,深津绘里,深田恭子,中村狮童,木村佳乃,长泽雅美,八千草薰,小林薰,桃井薰,仲代达矢,黑川力矢",2003-09-04,"剧情,喜剧,家庭",8.2,5246,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2451076258.webp
370,神秘列车,"永濑正敏,工藤夕贵,茱迪·马克尔,尼可莱塔·布拉斯基,史蒂夫·布西密",1989-09-06,"喜剧,犯罪,剧情",8.2,4911,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p459490157.webp
371,茶之味,"浅野忠信,坂野真弥,佐藤贵广,手塚理美,我修院达也,三浦友和,高桥一生,土屋安娜",2004-07-17,"喜剧,剧情",8.2,4738,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661324770.webp
372,骗徒臭事多,"史蒂夫·马丁,迈克尔·凯恩,格伦妮·海德利,安东·罗杰斯,芭芭拉·哈里斯,伊恩·麦克迪阿梅德,丹娜·爱薇,米根·费伊,弗兰西丝·康罗伊,尼科尔·卡尔方,鲁珀特·霍利迪-埃文斯",1988-12-14,"喜剧,犯罪",8.2,4729,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1096752980.webp
373,一年到头,"陈刚,王昌娥,张彤,冯丁洪,曾韵蓁,王明智",2008-01-18,喜剧,8.2,4426,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1077092683.webp
374,喜剧之王,"罗伯特·德尼罗,杰瑞·刘易斯,戴安娜·阿伯特,桑德拉·伯恩哈德,莎莉·哈克",1982-12-19,"喜剧,剧情,犯罪",8.2,4058,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1498074468.webp
375,逗阵儿,"梁修身,江淑娜,雷洪,杨琪,汪筠书,林晖闵,司徒颖霜,纪欣妤",2013-02-08,"喜剧,家庭",8.2,3794,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004501407.webp
376,幸福是一条温暖的毛毯,"Trenton Rogers,Shane Baumel,Blesst Bowden,席亚拉·博拉沃,Austin Lux,阿曼达·佩斯,安迪·佩索亚",2011-05-29,"剧情,喜剧,动画,家庭",8.2,3714,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2310397065.webp
377,二楼传来的歌声,"Lars Nordh,Stefan Larsson,本基特·卡尔森",2000-10-06,"喜剧,剧情",8.2,3557,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2163286030.webp
378,欢乐满人间,"朱莉·安德鲁斯,迪克·范·戴克,大卫·汤姆林森,格莱妮丝·约翰斯,赫敏·巴德利,雷塔·肖,卡伦·多里斯,马修·加伯,爱尔莎·兰切斯特,阿瑟·特雷彻,雷吉纳德·欧文,埃德·温,简·达威尔,阿瑟·马利特",1964-08-27,"喜剧,奇幻,歌舞",8.2,3514,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192053270.webp
379,举起金刚,"李凡秀,赵安,李尹熙,崔文京,全宝美",2009-07-01,"喜剧,剧情",8.2,3312,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1312584254.webp
380,双腿生风,"阿涅丝·夏薇依,Denis Podalydès,Isabelle Carré,Isabella Rossellini,Juliette Gombert",2012-08-22,喜剧,8.2,3220,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2002494911.webp
381,心碎往事,"安东·叶利钦,罗宾·威廉姆斯,蒂娅·里欧妮,埃里卡·巴杜,大卫·杜楚尼,弗兰克·兰格拉,泽尔妲·威廉斯,玛吉丽·阿马蒂,奥加·索斯诺夫斯卡,奥兰多·琼斯,Bernie Sheredy,斯蒂芬·斯皮内拉,爱丽丝·德拉蒙德,哈罗德·卡蒂耶,马克·马戈利斯",2004-05-07,"剧情,喜剧",8.2,3037,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p839905155.webp
382,雏菊,"伊特卡·采尔霍娃,伊万娜·卡尔班诺娃,Julius Albert",1966-12-30,"喜剧,剧情",8.2,3022,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2392561926.webp
383,严密监视的列车,"瓦茨拉夫·内茨卡,约瑟夫·索姆尔,伏拉基米尔·布劳德斯基,Vladimír Valenta,Alois Vachek",1966-11-18,"喜剧,剧情,战争",8.2,2999,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2211855924.webp
384,小孤星,"薇朵儿·希维索,Delphine Schiltz,Matiaz Bureau Caton,Léopoldine Serre,玛丽·特兰蒂尼昂,泽维尔·布瓦,克莱尔·勒布,Aurélie Vérillon,Henri Berthon,Carla Ibled,Luckie Royer,Antoine du Merle,Marianne Favre,Hadrien Bouvier,Benjamin Lemaire",1996-09-10,"喜剧,剧情",8.2,2672,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p717005273.webp
385,猎艳狂魔,"罗伯托·贝尼尼,米歇尔·布朗,尼可莱塔·布拉斯基",1994-10-22,"喜剧,悬疑,犯罪",8.2,2574,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2430181615.webp
386,无线电时代,"米亚·法罗,黛安·韦斯特,迈克·斯塔尔,赛斯·格林",1987-01-30,"喜剧,音乐",8.2,2539,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2359633584.webp
387,战略大作战,"克林特·伊斯特伍德,唐纳德·萨瑟兰,唐·里克斯, 凯勒·欧康纳,特利·萨瓦拉斯,加文·麦克劳德,斯图尔特·马戈林",1970-06-23,"动作,冒险,喜剧,战争",8.2,2403,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2359449616.webp
388,小铃铛,"石小满,马佳,关维吉,关剑青,冷福记,李乾元,窦玉如",1963,"儿童,喜剧",8.2,2294,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2466853105.webp
389,飞狗巴迪,"迈克尔·杰特,凯文·席格斯,温迪·麦凯纳",1997-08-01,"喜剧,运动",8.2,2268,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2238394111.webp
390,机器人嘉年华,"森次晃嗣,Yayoi Maki,Keiko Hanagata,泷泽久美子,Aya Murata,Nariko Fujieda",1987-07-21,"动画,喜剧,科幻,剧情,奇幻",8.2,2225,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2183624706.webp
391,赤胆屠龙,"约翰·韦恩,迪恩·马丁,瑞奇·尼尔森,安吉·迪金森,沃尔特·布伦南",1959-03-18,"剧情,喜剧,爱情,西部",8.2,2078,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2362733797.webp
392,双姝奇缘,"Joëlle Miquel,杰西卡·福德,Mr. Housseau",1987-02-04,"喜剧,剧情,爱情",8.2,1948,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2238986440.webp
393,与安德烈晚餐,"华莱士·肖恩,安德烈·格雷戈里,Jean Lenauer,Roy Butler",1981-10-11,"喜剧,剧情",8.2,1920,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1893376971.webp
394,天堂里的烦恼,"米利亚姆·霍普金斯,凯·弗朗西斯,赫伯特·马歇尔,查尔斯·拉格尔斯,爱德华·艾沃瑞特·霍顿",1932-10-21,"喜剧,犯罪,爱情",8.2,1881,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2175993203.webp
395,极度狂热,"科林·费尔斯,马克·斯特朗,Ruth Gemmell,肯·斯托特 Ken Stott",1997-04-04,"喜剧,剧情,爱情,运动",8.2,1756,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p902002073.webp
396,亚当的苹果,"乌尔里奇·汤姆森,麦斯·米科尔森,尼可拉斯·布若,帕普丽卡·斯汀,尼古拉·雷·卡斯,托马斯·维尔姆·詹森,Ali Kazim,Ole Thestrup,Gyrd Løfquist,拉斯·兰特,Peter Reichhardt",2005-04-15,"喜剧,犯罪,剧情",8.2,1561,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1291844347.webp
397,波希米亚生活,"马蒂·佩龙帕,Evelyne Didi,André Wilms",1992-02-27,"喜剧,剧情",8.2,1543,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2210776680.webp
398,猫儿历险记,"菲尔·哈里斯 ,伊娃·嘉宝,斯特灵·哈洛威,斯加特克罗索斯,Dean Clark,保罗·温切尔,Liz English,瑟尔·莱文斯克洛福特,Gary Dubin,Vito Scotti,Lord Tim Hudson",1970-12-24,"喜剧,动画,冒险,音乐",8.2,1511,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1605681371.webp
399,甜蜜的永远,"迈克尔·贝兰,米洛斯拉夫·多努蒂尔,西蒙娜·史达索娃",1999-04-08,"剧情,喜剧,家庭",8.2,1348,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1683473277.webp
400,三天兩夜,"唐泽寿明,江角真纪子,玉置浩二",1997-05-17,"喜剧,剧情,爱情",8.2,1325,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1879659314.webp
401,只爱陌生人,"罗曼·杜里斯,罗纳·哈特纳,Izidor Serban,Ovidiu Balan,Angela Serban",1997-08-10,"喜剧,剧情,音乐,爱情",8.2,1197,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2206669415.webp
402,他傻瓜谁聪明,"Per Christian Ellefsen,Sven Nordin,Marit Pia Jacobsen",2001-03-16,"喜剧,剧情",8.2,1186,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1674927634.webp
403,木偶奇遇记,"Soledad Silveyra,Gianni Lunadei,María Vaner",1986-12-04,"家庭,喜剧,奇幻",8.2,1027,https://img1.doubanio.com/view/subject/l/public/s4374938.jpg
404,那些年，我们一起追的女孩,"柯震东,陈妍希,敖犬,郝劭文,蔡昌宪,侯彦西,弯弯,邱彦翔,王彩桦,柯义浤,黄逸祥,李凤新,黄柏钧,赖雅妍,高丽红,李维维,严艺文,蔡武雄",2012-01-06,"剧情,喜剧,爱情",8.1,524347,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1062824805.webp
405,两小无猜,"吉约姆·卡内,玛丽昂·歌迪亚,蒂博•费尔哈格,约瑟芬·勒巴-乔利,艾曼妞·格伦沃尔德,杰拉德·沃特金斯,吉尔·勒卢什,朱莉娅·福雷,Laëtizia Venezia Tarnowska,艾乐蒂·纳瓦,纳塔莉·纳捷,Robert Willar,Frédéric Geerts,Manuela Sanchez,Philippe Drecq",2003-09-17,"喜剧,剧情,爱情",8.1,321126,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p475346018.webp
406,我的野蛮女友,"车太贤,全智贤,金仁文,金太贤,李武英,任豪,郭在容,韩振熙,金一宇,徐东元,宋玉淑,杨金石",2001-07-27,"喜剧,剧情,爱情",8.1,275200,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p489336497.webp
407,小鬼当家,"麦考利·卡尔金,乔·佩西,丹尼尔·斯特恩,约翰·赫德,罗伯茨·布洛瑟姆,凯瑟琳·欧哈拉,安吉拉·戈塔尔斯",1990-11-16,喜剧,8.1,197794,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1529668801.webp
408,国产凌凌漆,"周星驰,袁咏仪,罗家英,陈宝莲,郑祖,黄锦江,李力持,于荣光,李健仁,古明华,黄一飞,梁思浩,梁小熊,曾守明,邓兆尊,梁克逊,黄老邪,叶进",1994-10-13,"动作,喜剧",8.1,169370,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1411605098.webp
409,独自等待,"夏雨,李冰冰,龚蓓苾,高旗,吴超,高亚麟,涂松岩,伍仕贤,李丽虹,袁泉,周润发,陈羽凡,葛存壮,英达,吴大维",2005-09-08,"喜剧,爱情,剧情",8.1,146893,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p486667524.webp
410,花与爱丽丝,"铃木杏,苍井优,郭智博,平泉成,木村多江,相田翔子,阿部宽,广末凉子,大泽隆夫,伊藤步,布施绘里,坂本真,池永亚美,木村绿子,中野裕之,大森南朋,森下能幸,梶原善,笠原秀幸,叶美香,吉冈秀隆,松田一沙",2004-03-13,"剧情,喜剧",8.1,143036,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2196652087.webp
411,蒂凡尼的早餐,"奥黛丽·赫本,乔治·佩帕德,帕德里夏·妮尔,巴迪·艾布森,马丁·鲍尔萨姆,约瑟·路易斯·德·维拉龙卡,约翰·麦盖沃,多萝西·惠特尼,斯坦利·亚当斯,埃尔维亚·奥尔曼,艾伦·里德,克劳德·斯特劳德,米基·鲁尼",1961-10-05,"喜剧,剧情,爱情",8.1,127751,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1114467603.webp
412,魔发奇缘,"曼迪·摩尔,扎克瑞·莱维,唐纳·墨菲,朗·普尔曼,迈克·康纳·盖尼,杰弗里·塔伯,布拉德·加内特,保罗·F·汤普金斯,理查德·基尔,德莱尼·罗斯·斯坦,内森·格雷诺,拜伦·霍华德,蒂姆·梅尔滕斯",2010-11-24,"喜剧,动画,冒险",8.1,122078,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p707509468.webp
413,真实的谎言,"阿诺·施瓦辛格,杰米·李·柯蒂斯,汤姆·阿诺德,比尔·帕克斯顿,蒂亚·卡雷尔,阿特·马里克,艾丽莎·杜什库,格兰特·赫斯洛夫,查尔登·海斯顿,马绍尔·曼尼什,James Allen,Dieter Rauter,Jane Morris,Katsy Chappell,Crystina Wyler,Ofer Samra",1995-04-20,"喜剧,动作,惊悚",8.1,100799,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2408831888.webp
414,火柴人,"尼古拉斯·凯奇,山姆·洛克威尔,艾莉森·洛曼,布鲁斯·奥尔特曼",2003-09-12,"剧情,喜剧,犯罪",8.1,87351,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1757301336.webp
415,有话好好说,"姜文,李保田,瞿颖,刘信义,葛优,李雪健,尤勇,张艺谋,赵本山,焦刚,梁冠华,李琦,方青卓,杜旭东,傅彪,陈晓花,李强,常戎,张伟平",1997-05-16,"剧情,喜剧",8.1,87009,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1194789138.webp
416,杀手没有假期,"科林·法瑞尔,布莱丹·格里森,克蕾曼丝·波西,拉尔夫·费因斯,Rudy Blomme,伊丽莎白·贝林顿,奥利弗·邦泽,Mark Donovan,安·艾斯利,Jean-Marc Favorin,艾力克·高敦,泽利科·伊万内克,Sachi Kimura,安娜·玛德蕾 ,路易斯·纳米",2008-01-17,"剧情,喜剧,犯罪",8.1,86433,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p782181414.webp
417,堕落天使,"黎明,李嘉欣,金城武,杨采妮,莫文蔚,陈辉虹,陈万雷,关莉娜,江道海",1995-09-06,"喜剧,犯罪,剧情,爱情",8.1,74770,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p449524516.webp
418,银河系漫游指南,"马丁·弗瑞曼,茅斯·达夫,山姆·洛克威尔,佐伊·丹斯切尔,沃维克·戴维斯,比尔·奈伊,安娜·钱斯勒,约翰·马尔科维奇,凯莉·麦克唐纳,西蒙·琼斯,斯蒂芬·弗雷,艾伦·瑞克曼,伊恩·麦克尼奇,海伦·米伦,理查德·格雷弗斯,托马斯·列农,比尔·贝利,马克·威尔逊,多米尼克·杰克逊,史蒂夫·佩姆伯顿,杰克·斯坦利,阿尔比·伍丁顿",2005-04-20,"冒险,喜剧,科幻",8.1,74683,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1985335323.webp
419,芳芳,"苏菲·玛索,文森特·佩雷斯,马里恩·德尔特梅,布鲁诺·托德契尼",1993-06-16,"喜剧,爱情",8.1,68265,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1023890205.webp
420,葬礼上的死亡,"马修·麦克费登,凯莉·霍威,安迪·尼曼,艾文·布莱纳,黛西·唐洛范,艾伦·图代克,珍·爱舍,克里斯·马歇尔,鲁珀特·格雷夫斯,皮特·沃恩,托马斯 惠特利,皮特·艾甘,彼特·丁拉基,Brendan O'Hea,Jeremy Booth",2007-07-19,喜剧,8.1,56388,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p501057857.webp
421,我和厄尔以及将死的女孩,"托马斯·曼, 奥利维亚·库克,RJ·赛勒,尼克·奥弗曼,莫莉·香侬,乔·博恩瑟,康妮·布里登,凯瑟琳·休斯,马特·本内特,休·杰克曼,马萨姆·霍顿,鲍比·J·汤普森,切尔西·T·张",2015-01-25,"剧情,喜剧",8.1,46989,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2263553175.webp
422,金鸡,"吴君如,曾志伟,陈奕迅,刘德华,梁家辉,胡军,黄日华,杜汶泽,田蕊妮,张坚庭",2002-12-26,"剧情,喜剧",8.1,45861,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p824275053.webp
423,流浪猫鲍勃,"卢克·崔德威,猫鲍勃,露塔·格德米纳斯,琼安·弗洛加特,安东尼·海德,戴伦·伊万斯,里维拉·吉迪恩,洛琳·艾什本,阿卡巴尔·库尔塔,约翰·亨肖,贝丝·戈达德,伊万娜·贝斯克,妮娜·瓦迪娅,罗茜·伊德,鲁斯·西恩,卡罗琳·古多尔,罗伯·贾维斯,李·尼古拉斯·哈里斯,丹尼尔·斯蒂森",2016-11-04,"剧情,喜剧,传记",8.1,43165,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2360939756.webp
424,起跑线,"伊尔凡·可汗,萨巴·卡玛尔,内哈·迪胡皮阿,迪帕克·迪布里亚尔,蒂希塔·塞加尔,阿莫瑞塔·金格,蒂洛塔玛·索姆,桑贾娜·桑吉,拉什·沙玛,桑贾伊·萨里,玛丽卡·杜阿,基兰·寇杰,丹尼·苏拉,斯沃蒂·达斯,苏米特·古拉蒂",2018-04-04,"剧情,喜剧",8.1,42691,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2517518428.webp
425,欢迎来到东莫村,"申河均,郑在咏,姜惠贞,林河龙,柳德焕",2005-08-04,"喜剧,剧情,战争",8.1,38784,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1171939157.webp
426,如月疑云,"小栗旬,中山裕介,小出惠介,塚地武雅,香川照之",2007-06-16,"喜剧,悬疑",8.1,34545,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p655393674.webp
427,托斯卡纳艳阳下,"戴安·琳恩,吴珊卓,琳赛·邓肯,雷欧·波瓦,文森特·里奥特,马里奥·莫尼切利,罗伯托·诺毕雷,阿妮妲·扎格利亚,埃维莉娜·戈里,茱莉亚·施泰格瓦尔特,帕维尔·萨拉耶达,瓦伦蒂·派尔,萨萨·武利切维奇,马西莫·萨尔基耶利,克劳迪亚·杰里尼,劳拉·佩斯泰利尼,大卫·萨克莱夫,凯特·沃什,唐·麦克马纳斯,马特·塞林格,埃尔登·汉森,约翰尼·拉德齐克,杰弗里·里瓦斯,杰克·科勒尔,丹·布卡廷斯基,克里斯托弗·瑞安·温特斯,肖恩·卡普兰,玛丽特·尼森,拉尔夫·帕卡,马洛可·伯尼尼",2003-09-26,"喜剧,剧情,爱情",8.1,33560,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1361589750.webp
428,黑店狂想曲,"多米尼克·皮侬,Marie-Laure Dougnac,让-克洛德·德雷菲斯,嘉莲·维雅",1991-04-17,"喜剧,奇幻",8.1,31227,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1969387376.webp
429,小鬼当街,"亚当·罗伯特·沃顿,雅各布·约瑟夫·沃顿,乔·曼特纳,拉腊·弗林·鲍尔,乔·潘托里亚诺,辛西娅·尼克松,弗雷德·多尔顿·托马斯,约翰·内威尔,马修·格拉夫",1994-07-01,"喜剧,冒险",8.1,28263,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p652974784.webp
430,家族之苦,"桥爪功,吉行和子,西村雅彦,夏川结衣,中岛朋子,林家正蔵,妻夫木聪,苍井优,小林稔侍,风吹淳,中村鹰之资,丸山步梦,笹野高史,木场胜己,徳永雄辉,笑福亭鹤瓶,冈本富士太,广冈由里子,近藤公园,北山雅康,团时郎",2016-03-12,"喜剧,家庭",8.1,27850,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2364502659.webp
431,回归,"佩内洛普·克鲁兹,卡门·毛拉,洛拉·杜埃尼亚斯,布兰卡·波蒂略,约阿娜·科沃,丘斯·兰普雷亚维,安东尼奥·德·拉·托雷",2006-03-17,"喜剧,犯罪,剧情,悬疑",8.1,26790,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2167113925.webp
432,香港制造,"李灿森,严栩慈,李栋全,谭嘉荃,林洁芳,陈达义",1997-10-09,"犯罪,剧情,爱情,喜剧",8.1,25346,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2149644720.webp
